municipio,numero_escolas_trabalha,tipo_escola,niveis_escola,idade,sexo,formacao,area_ed_inf,area_ef_finais,area_ef_iniciais,area_ens_medio,area_ens_tec,contrato,tempo_escola,tempo_profissao,hrs_semanais,numero_professores,supervisiona,licenca_2semanas,licenca_ano,quantotempo,scv,saude,exaustao
Tapejara,1,1,5,33,2,1,0,0,1,0,0,3,"0,1","0,5",20,3,1,1,1,,5,4,"0,8"
Tapera,1,1,2,50,2,2,1,1,0,0,0,1,8,24,44,,2,1,2,7,7,4,"0,8"
Erechim,2,1,2,47,2,2,0,0,1,0,0,1,"3,4","3,4",20,71,1,1,1,,7,3,"0,8"
Marau,1,1,2,60,1,1,0,1,0,0,0,1,1,26,20,58,1,1,1,,6,3,"0,8"
Marau,1,1,2,56,2,2,0,0,1,0,0,1,5,7,20,47,2,1,1,,6,3,"0,8"
Passo Fundo,1,1,2,55,2,2,0,1,0,0,0,1,24,33,20,35,1,1,1,,5,3,"0,8"
Marau,2,1,1,37,2,1,1,0,0,0,0,1,1,7,40,26,1,1,1,,5,3,"0,8"
Marau,2,1,2,24,1,1,0,1,0,1,0,2,"0,5","0,5",20,22,1,1,1,,5,3,"0,8"
Tapejara,1,1,1,49,2,1,1,0,0,0,0,4,"0,5",25,,15,1,1,1,,6,3,"0,8"
Passo Fundo,2,1,2,48,2,2,0,1,0,0,0,1,3,,20,15,1,1,1,,6,3,"0,8"
Sananduva,2,1,1,33,2,2,1,0,0,0,0,1,3,15,40,10,2,1,2,2,6,3,"0,8"
Passo Fundo,1,1,1,33,2,1,1,0,0,0,0,1,1,1,44,9,1,1,1,,7,3,"0,8"
Erechim,2,1,2,53,2,2,0,1,1,0,0,1,6,15,40,,1,1,1,,5,3,"0,8"
Passo Fundo,1,3,3,49,2,4,0,0,0,1,0,3,20,25,20,120,1,1,2,20,6,2,"0,8"
Estação,2,1,3,34,2,2,0,1,0,1,0,2,8,8,40,22,1,1,1,,6,2,"0,8"
Passo Fundo,1,1,2,66,1,1,0,0,0,0,0,1,4,,,20,1,1,1,,6,2,"0,8"
Selbach,1,1,2,56,2,2,0,0,1,0,0,1,23,37,20,17,1,1,1,,3,2,"0,8"
Espumoso,1,1,2,47,2,2,0,1,1,0,0,1,6,14,30,17,1,1,1,,5,1,"0,8"
Erechim,1,1,5,57,2,2,1,1,1,1,0,1,13,25,16,28,,1,1,,7,,1
Passo Fundo,1,3,3,40,1,2,0,0,0,1,0,1,"0,5",12,4,120,1,1,1,,5,5,1
Passo Fundo,2,3,3,35,1,3,0,0,0,0,1,1,1,7,12,120,1,1,1,,7,5,1
Passo Fundo,1,3,3,30,2,7,0,0,0,1,0,1,2,4,12,120,1,1,1,,4,5,1
Passo Fundo,1,3,3,45,2,3,0,0,0,1,0,1,14,,4,120,2,1,1,,7,5,1
Passo Fundo,1,3,5,33,1,2,0,1,1,1,0,1,10,8,40,67,1,1,1,,5,5,1
Passo Fundo,1,3,5,42,2,1,1,0,0,0,0,1,10,5,25,67,1,1,1,,6,5,1
Marau,2,1,2,35,2,2,0,1,1,0,0,,,14,20,58,1,1,1,,5,5,1
Sananduva,1,1,3,48,2,2,0,1,0,1,0,1,20,30,6,57,2,1,1,,6,5,1
Sananduva,1,2,3,52,2,2,0,0,0,1,0,1,26,30,20,57,1,1,1,,4,5,1
Erechim,1,1,2,65,2,1,1,0,0,0,0,1,20,30,40,50,1,1,1,,7,5,1
Erechim,1,1,2,51,,1,1,0,0,0,0,1,2,25,40,50,1,1,1,,7,5,1
Marau,2,1,2,30,2,2,0,1,0,0,0,2,1,8,20,47,1,1,1,,6,5,1
Marau,1,1,2,34,2,2,0,1,1,0,0,1,1,11,40,42,2,1,1,,7,5,1
Tapejara,1,1,5,43,2,2,0,0,1,0,0,3,4,11,20,40,1,1,1,,4,5,1
Espumoso,1,1,2,50,2,1,0,1,0,0,0,1,"0,5",26,40,36,1,1,1,,7,5,1
Tapejara,1,1,5,35,2,0,0,1,0,0,0,1,5,14,28,36,2,1,1,,7,5,1
Getúlio Vargas,2,1,1,33,2,2,1,0,0,0,0,2,1,12,20,30,1,1,1,,7,5,1
Estação,1,1,1,25,2,2,1,0,0,0,0,2,1,4,20,29,1,1,1,,7,5,1
Estação,1,1,1,41,2,2,1,0,0,0,0,1,1,1,22,29,1,1,1,,6,5,1
Erechim,1,1,1,26,2,5,1,0,0,0,0,1,4,4,20,28,1,1,1,,7,5,1
Passo Fundo,1,3,2,32,2,1,0,1,0,0,0,1,5,,20,27,1,1,1,,6,5,1
Espumoso,1,1,1,54,2,2,1,0,0,0,0,1,10,31,40,26,1,1,1,,7,5,1
Erechim,1,1,1,42,2,2,1,0,0,0,0,1,1,1,40,22,1,1,1,,6,5,1
Erechim,1,1,1,25,2,6,1,0,0,0,0,2,"0,08",2,20,18,1,1,1,,7,5,1
Erechim,1,1,1,29,2,1,1,0,0,0,0,1,1,1,20,17,1,1,1,,7,5,1
Tio Hugo,2,1,2,27,2,1,0,0,1,0,0,3,"0,4","0,4",20,17,1,1,1,,7,5,1
Passo Fundo,1,1,1,29,2,5,1,0,0,0,0,1,3,,30,15,1,1,1,,7,5,1
Taquaruçu do Sul,1,,,32,2,2,1,0,1,0,0,2,"0,1",,22,14,1,1,1,,6,5,1
Passo Fundo,1,1,1,56,2,5,1,0,0,0,0,1,2,32,30,12,1,1,1,,6,5,1
Ibirubá,1,1,2,30,2,2,1,0,0,0,0,1,3,5,22,12,1,1,1,,6,5,1
Sananduva,,,,,,,,,,,0,1,"0,4",15,20,,1,1,1,,6,5,1
Passo Fundo,1,3,3,55,2,3,0,0,0,0,0,1,20,20,12,120,2,1,1,,6,4,1
Passo Fundo,1,3,3,26,2,3,0,0,0,1,0,1,0,4,2,120,1,1,1,,7,4,1
Passo Fundo,1,3,5,29,2,1,0,0,1,0,0,1,7,10,22,67,1,1,1,,6,4,1
Passo Fundo,1,3,5,23,2,1,1,0,0,0,0,1,1,7,25,67,1,1,1,,6,4,1
Passo Fundo,1,3,5,29,2,3,0,1,0,0,0,1,4,4,23,67,2,1,1,,3,4,1
Passo Fundo,1,3,5,28,2,2,1,0,0,0,0,3,8,12,25,64,1,1,1,,7,4,1
Passo Fundo,1,,4,,,,,,,,0,1,10,1,21,64,1,1,1,,6,4,1
Ibirubá,2,1,2,42,1,2,0,1,0,0,0,1,16,17,44,59,1,1,1,,6,4,1
Ibirubá,1,1,2,53,2,1,1,0,1,0,0,1,10,34,20,57,1,1,1,,4,4,1
Sananduva,1,2,3,40,1,1,0,0,0,1,0,3,19,19,40,57,1,1,1,,5,4,1
Erechim,1,1,2,35,2,2,1,0,0,0,0,1,1,9,40,50,2,1,1,,7,4,1
Erechim,1,1,2,45,2,1,1,0,0,0,0,1,1,3,32,50,1,1,1,,6,4,1
Marau,2,1,2,54,2,2,0,0,1,0,0,1,1,34,20,42,1,1,1,,6,4,1
Marau,1,1,2,34,2,2,0,1,1,0,0,1,4,16,40,42,1,1,1,,6,4,1
Marau,1,,,56,1,1,0,1,1,0,0,1,13,25,20,38,1,1,1,,6,4,1
Tapejara,2,1,5,48,2,2,1,0,0,0,0,1,4,11,20,37,1,1,1,,6,4,1
Marau,1,1,2,58,2,2,0,0,1,0,0,1,4,,40,35,1,1,1,,6,4,1
Passo Fundo,2,1,2,52,2,2,0,0,1,0,0,1,26,31,20,27,1,1,1,,4,4,1
Passo Fundo,2,3,2,45,2,2,0,1,1,0,0,1,17,26,20,27,1,1,1,,6,4,1
Passo Fundo,1,1,2,33,2,2,0,0,1,0,0,1,7,15,20,27,1,1,1,,6,4,1
Sananduva,1,1,2,35,2,2,0,0,1,0,0,1,15,5,20,27,1,1,1,,7,4,1
Ibirubá,2,1,2,40,2,2,1,0,1,0,0,1,"0,5",20,20,26,1,1,1,,2,4,1
Getúlio Vargas,1,1,2,44,2,2,0,1,0,0,0,1,10,24,40,25,1,1,1,,6,4,1
Ibirubá,1,1,2,34,2,3,0,1,0,0,0,1,5,7,20,23,1,1,1,,5,4,1
Marau,1,1,2,42,2,1,0,1,0,0,0,1,1,1,20,22,1,1,1,,6,4,1
Tapera,2,1,2,36,2,1,0,0,1,0,0,1,3,10,44,21,2,1,1,,6,4,1
Sananduva,2,1,1,34,2,2,1,0,0,0,0,1,1,4,20,20,1,1,1,,4,4,1
Estação,2,,,38,2,2,0,0,1,0,0,1,1,18,22,19,1,1,1,,6,4,1
Erechim,1,1,1,35,2,1,1,0,0,,0,1,4,7,40,18,1,1,1,,6,4,1
Erechim,1,1,1,54,2,2,1,0,0,0,0,1,"0,7",,20,18,1,1,1,,6,4,1
Espumoso,1,1,1,50,2,1,1,0,0,0,0,1,18,18,40,17,1,1,1,,5,4,1
Erechim,1,1,1,38,2,2,1,0,0,0,0,1,7,11,,17,2,1,1,,6,4,1
Espumoso,1,1,1,33,2,1,1,0,0,0,0,1,2,10,20,17,1,1,2,15,6,4,1
Tapejara,1,1,2,48,2,2,0,1,1,0,0,1,23,29,20,16,2,1,1,,6,4,1
Espumoso,2,1,1,46,2,,1,1,0,0,0,1,5,20,22,15,1,1,2,3,5,4,1
Passo Fundo,1,1,1,59,2,5,1,0,0,0,0,1,1,16,30,14,1,1,1,,5,4,1
Tio Hugo,1,1,1,26,2,2,1,0,0,0,0,3,"0,5",4,20,14,1,1,2,5,4,4,1
Passo Fundo,1,1,2,32,2,1,1,0,0,0,0,1,2,7,30,13,2,1,1,,6,4,1
Sananduva,1,1,2,35,2,1,0,0,1,0,0,2,6,12,20,12,1,1,1,,2,4,1
Ibirubá,1,1,2,34,2,2,0,0,1,0,0,1,6,7,22,12,1,1,1,,6,4,1
Passo Fundo,1,1,1,38,2,1,1,0,0,0,0,1,11,10,30,11,1,1,1,,5,4,1
Passo Fundo,1,1,1,45,2,2,1,0,1,0,0,1,2,25,70,10,1,1,1,,6,4,1
Passo Fundo,1,1,1,25,2,1,1,0,0,0,0,1,1,7,30,9,1,1,1,,6,4,1
Passo Fundo,1,3,3,36,1,2,0,0,0,0,1,2,4,4,10,120,1,1,1,,7,3,1
Passo Fundo,1,3,4,28,1,7,0,0,0,1,0,1,4,,20,56,1,1,1,,4,3,1
Marau,2,1,2,42,2,2,1,0,1,0,0,1,5,9,40,47,1,1,1,,4,3,1
Marau,1,1,2,57,2,2,0,1,1,0,0,1,"0,5",,40,42,2,1,2,10,7,3,1
Getúlio Vargas,1,1,1,28,2,2,1,0,0,0,0,1,2,6,,39,2,1,1,,7,3,1
Getúlio Vargas,1,1,1,23,2,1,1,0,0,0,0,2,1,,20,39,1,1,2,2,5,3,1
Sananduva,1,1,2,51,2,,0,0,1,0,0,1,4,31,40,38,2,1,2,4,6,3,1
Marau,1,,,30,2,1,0,0,1,0,0,2,1,7,20,38,,1,1,,7,3,1
Espumoso,2,1,2,50,2,2,1,0,1,0,0,1,27,27,20,36,1,1,1,,2,3,1
Passo Fundo,1,1,2,43,1,2,0,1,1,0,0,1,13,17,40,32,1,1,1,,6,3,1
Passo Fundo,1,1,2,42,2,1,0,1,0,0,0,1,7,21,20,27,1,1,1,,5,3,1
Ibirubá,1,1,2,41,2,2,0,0,1,0,0,1,15,23,40,25,2,1,1,,7,3,1
Ibirubá,1,1,2,42,2,2,0,1,1,0,0,1,13,15,20,25,1,1,2,30,6,3,1
Marau,1,1,1,41,2,1,1,0,0,0,0,1,9,9,40,20,2,1,1,,5,3,1
Marau,1,1,1,39,2,2,1,0,0,0,0,1,6,6,20,20,2,1,1,,7,3,1
Sananduva,1,1,2,59,2,,0,0,1,0,0,1,17,17,20,14,1,1,1,,6,3,1
Ibirubá,1,1,2,55,1,6,1,0,1,0,0,1,"35,5","35,5",40,1,1,1,2,15,6,3,1
Sananduva,1,1,2,54,1,2,0,0,1,0,0,1,1,,20,,,1,1,,7,3,1
Passo Fundo,1,3,4,23,2,6,0,0,1,0,0,2,"0,2",7,25,56,2,1,1,,2,2,1
Getúlio Vargas,1,1,1,65,2,2,1,0,1,0,0,2,"0,7",36,4,33,1,1,1,,3,2,1
Passo Fundo,1,3,3,38,2,4,0,0,0,0,1,2,2,7,10,120,2,1,1,,7,5,"1,2"
Passo Fundo,1,3,5,47,2,2,1,0,0,0,0,,27,28,25,67,1,1,2,7,6,5,"1,2"
Passo Fundo,1,3,4,40,2,2,1,1,0,0,0,1,9,16,32,64,1,1,1,,7,5,"1,2"
Passo Fundo,1,3,4,35,1,3,0,0,0,1,0,1,5,10,40,64,1,1,1,,6,5,"1,2"
Passo Fundo,1,3,4,28,2,1,1,0,0,0,0,1,2,7,4,64,1,1,1,,7,5,"1,2"
Passo Fundo,1,3,4,31,2,1,1,0,0,0,0,1,5,7,8,64,1,1,1,,7,5,"1,2"
Passo Fundo,1,3,4,30,2,2,0,0,1,0,0,1,5,10,25,56,1,1,1,,5,5,"1,2"
Erechim,1,1,2,39,2,1,0,0,1,0,0,1,18,18,40,52,2,1,1,,6,5,"1,2"
Sananduva,1,1,2,50,2,2,1,0,1,0,0,1,29,29,40,50,1,1,2,10,3,5,"1,2"
Chapada,1,1,2,52,2,1,0,1,0,0,0,1,5,32,20,36,1,1,1,,7,5,"1,2"
Espumoso,1,1,2,46,2,2,0,1,1,0,0,1,13,26,40,30,2,1,1,,5,5,"1,2"
Passo Fundo,2,3,2,43,2,2,0,0,1,0,0,1,24,24,20,27,1,1,1,,6,5,"1,2"
Espumoso,1,1,1,41,2,2,1,0,0,0,0,1,"0,5",20,20,26,1,1,1,,7,5,"1,2"
Espumoso,1,1,1,33,2,2,1,0,0,0,0,1,12,13,40,26,1,1,2,3,7,5,"1,2"
Espumoso,1,1,2,41,2,2,0,0,1,0,0,1,18,19,20,21,2,1,1,,7,5,"1,2"
Tapejara,1,1,1,26,2,1,1,0,0,0,0,2,5,,6,18,1,1,2,20,7,5,"1,2"
Passo Fundo,1,1,1,34,2,1,1,0,0,0,0,1,3,10,30,15,1,1,1,,6,5,"1,2"
Sananduva,2,1,2,26,2,1,1,1,1,0,0,1,2,5,20,,1,1,1,,7,5,"1,2"
Passo Fundo,1,3,4,32,2,1,1,0,1,0,0,3,3,6,"42,25",64,1,1,1,,6,4,"1,2"
Passo Fundo,1,1,2,44,2,2,0,1,0,1,0,1,6,19,20,39,1,1,1,,6,4,"1,2"
Sananduva,1,1,2,35,2,2,0,0,1,0,0,1,7,7,40,38,2,1,1,,6,4,"1,2"
Passo Fundo,2,1,2,45,2,2,0,1,0,0,0,1,14,15,40,37,2,1,2,15,5,4,"1,2"
Passo Fundo,1,1,2,53,2,2,0,1,1,0,0,1,27,31,40,32,2,1,1,,6,4,"1,2"
Espumoso,1,1,2,43,2,2,0,1,1,1,0,1,5,18,20,30,1,1,1,,7,4,"1,2"
Estação,1,1,1,38,2,6,1,0,1,0,0,1,6,15,40,29,2,1,1,,7,4,"1,2"
Estação,2,1,1,37,2,2,1,0,1,0,0,1,"0,4","0,4",40,29,2,1,1,,6,4,"1,2"
Sananduva,1,1,2,60,2,2,0,0,1,0,0,1,23,35,20,28,2,1,1,,4,4,"1,2"
Getúlio Vargas,2,1,2,34,2,6,0,0,1,0,0,2,"0,4",7,20,28,1,1,1,,6,4,"1,2"
Sananduva,1,1,2,33,2,2,0,0,1,0,0,1,"0,5",12,40,27,2,1,1,,7,4,"1,2"
Passo Fundo,1,1,2,31,1,2,0,1,0,0,0,1,"2,5","5,5",16,27,2,1,1,,5,4,"1,2"
Tapera,1,1,2,37,2,2,0,1,1,0,0,1,9,13,44,24,1,1,1,,6,4,"1,2"
Passo Fundo,2,1,2,37,2,2,0,1,0,0,0,1,8,18,20,23,2,1,1,,6,4,"1,2"
Marau,1,1,1,45,2,2,1,0,0,0,0,1,5,10,40,20,1,1,1,,6,4,"1,2"
Estação,2,1,2,38,2,2,1,0,1,0,0,1,15,15,22,19,2,1,1,,6,4,"1,2"
Erechim,2,1,1,27,2,2,1,0,0,0,0,1,1,5,20,18,1,1,1,,7,4,"1,2"
Passo Fundo,1,1,2,48,2,2,0,1,0,0,0,1,7,30,20,17,1,2,1,,6,4,"1,2"
Estação,1,1,2,48,2,2,0,0,1,0,0,1,25,28,20,17,1,1,1,,6,4,"1,2"
Selbach,1,1,2,53,2,2,1,0,0,0,0,1,2,,20,17,1,1,1,,5,4,"1,2"
Marau,1,1,2,52,2,3,0,1,0,1,0,1,"0,9",,8,16,2,1,2,365,6,4,"1,2"
Passo Fundo,1,1,1,39,2,,1,0,0,0,0,1,5,,30,16,1,1,1,,7,4,"1,2"
Erechim,2,1,3,42,1,3,0,1,0,1,0,2,"6,8",10,50,15,1,1,1,,7,4,"1,2"
Selbach,1,1,2,31,2,2,0,1,0,0,0,1,"0,08",8,22,14,1,1,2,2,5,4,"1,2"
Ibirubá,1,1,2,40,2,2,0,1,0,0,0,1,17,17,22,12,1,1,1,,6,4,"1,2"
Selbach,1,1,1,51,2,2,1,0,0,0,0,1,18,30,40,11,1,1,1,,2,4,"1,2"
Marau,1,1,1,51,2,2,1,0,0,0,0,3,4,25,20,10,1,1,1,,6,4,"1,2"
Tio Hugo,1,1,2,33,2,6,0,0,1,0,0,3,"0,08",6,20,9,1,1,1,,6,4,"1,2"
Selbach,2,1,2,48,2,2,1,0,1,0,0,1,7,30,22,4,1,1,2,2,5,4,"1,2"
Tio Hugo,1,1,2,50,2,6,1,0,0,0,0,1,11,32,16,3,1,1,1,,6,4,"1,2"
Erechim,1,1,2,63,2,1,0,0,1,0,0,1,2,8,20,,1,2,2,10,7,4,"1,2"
Ibirubá,1,1,2,38,2,1,0,0,1,0,0,2,1,10,22,49,,1,1,,3,3,"1,2"
Passo Fundo,1,1,2,50,2,2,0,1,0,0,0,1,13,21,20,37,2,1,1,,6,3,"1,2"
Tapejara,1,1,5,42,2,1,0,0,1,0,0,3,5,7,20,36,1,1,1,,5,3,"1,2"
Erechim,1,1,5,44,2,2,0,0,0,0,0,1,15,29,40,30,2,1,1,,5,3,"1,2"
Ibiaçá,1,2,3,57,2,2,0,0,0,1,0,1,27,34,20,27,1,1,1,,6,3,"1,2"
Sananduva,1,1,2,49,2,2,0,1,1,0,0,1,"0,5",25,20,27,1,1,1,,6,3,"1,2"
Ibirubá,1,1,2,36,2,2,0,0,1,0,0,1,5,16,55,25,1,1,1,,6,3,"1,2"
Ibirubá,1,1,2,37,2,2,0,1,0,0,0,1,5,7,22,23,1,1,1,,5,3,"1,2"
Passo Fundo,1,1,1,37,2,3,1,0,0,0,0,1,0,0,30,20,1,1,1,,5,3,"1,2"
Espumoso,1,1,1,61,2,1,1,0,0,0,0,1,5,29,40,17,1,1,1,,5,3,"1,2"
Passo Fundo,1,1,2,42,2,2,0,1,1,0,0,1,10,10,40,17,2,1,1,,6,3,"1,2"
Tio Hugo,2,1,1,,2,2,1,0,1,0,0,1,3,7,40,17,,1,1,,7,3,"1,2"
Espumoso,1,1,1,44,2,2,1,0,0,0,0,3,"0,3",10,20,15,1,1,1,,5,3,"1,2"
Passo Fundo,1,1,1,37,2,5,1,0,0,0,0,1,,,44,15,1,1,1,,2,3,"1,2"
Passo Fundo,1,1,1,33,2,2,1,0,0,0,0,1,"0,5",8,6,14,1,1,1,,6,3,"1,2"
Tapejara,,,,38,2,2,0,0,1,0,0,2,8,15,40,12,2,1,1,,7,3,"1,2"
Tapejara,1,1,1,28,2,2,1,0,1,0,0,2,4,9,,10,2,1,1,,7,3,"1,2"
Sananduva,1,1,1,55,2,2,1,0,0,0,0,1,4,5,40,10,1,1,1,,6,3,"1,2"
Espumoso,,,,61,2,2,0,0,1,0,0,1,22,23,20,8,1,1,1,,6,3,"1,2"
Erechim,2,1,2,39,2,1,1,0,1,0,0,1,2,19,32,,1,1,1,,5,3,"1,2"
Getúlio Vargas,1,1,1,49,2,2,1,0,0,0,0,1,5,27,40,39,1,1,1,,7,2,"1,2"
Ibirubá,1,1,4,39,2,2,0,0,1,1,0,1,9,17,,37,2,1,1,,7,2,"1,2"
Espumoso,1,1,2,52,2,2,0,0,1,0,0,1,12,20,20,36,1,1,1,,5,4,"1,25"
Erechim,2,1,2,27,2,7,1,0,0,0,0,1,6,7,20,137,1,1,1,,7,5,"1,4"
Erechim,1,1,2,27,2,2,0,1,0,0,0,1,2,,40,137,1,1,1,,7,5,"1,4"
Erechim,2,1,2,49,2,2,1,1,0,0,0,1,16,31,20,71,1,1,1,,6,5,"1,4"
Marau,1,1,2,31,2,2,0,0,1,0,0,2,1,,20,58,1,1,1,,7,5,"1,4"
Erechim,1,1,2,42,2,2,0,1,0,0,0,1,5,14,20,52,1,1,1,,6,5,"1,4"
Marau,2,1,2,37,2,3,1,1,1,0,0,1,1,20,40,47,1,1,1,,6,5,"1,4"
Sananduva,2,1,2,39,2,2,1,0,1,0,0,1,1,15,40,38,1,1,1,,6,5,"1,4"
Espumoso,1,1,2,,2,2,0,1,1,0,0,1,1,30,40,30,2,1,1,,6,5,"1,4"
Estação,1,1,1,24,2,2,1,0,0,0,0,1,"0,5",1,40,29,1,1,2,2,6,5,"1,4"
Espumoso,1,1,1,36,2,1,1,0,0,0,0,1,11,18,40,26,2,1,2,3,6,5,"1,4"
Ibirubá,1,1,2,22,2,5,0,1,0,0,0,2,4,4,40,23,2,1,1,,6,5,"1,4"
Passo Fundo,1,1,2,32,2,2,0,1,0,0,0,1,7,9,20,19,1,1,1,,7,5,"1,4"
Passo Fundo,1,1,1,35,2,2,1,0,0,0,0,1,5,6,6,16,1,1,1,,6,5,"1,4"
Passo Fundo,2,1,2,48,2,1,0,1,0,1,0,1,5,15,8,13,1,1,1,,7,5,"1,4"
Marau,1,1,1,43,2,2,1,0,0,0,0,3,1,4,20,10,2,1,1,,7,5,"1,4"
Selbach,1,1,1,38,2,2,1,0,0,0,0,1,3,12,40,4,2,1,1,,6,5,"1,4"
Erechim,1,1,2,33,2,5,0,0,1,0,0,1,10,13,38,137,1,1,1,,6,4,"1,4"
Erechim,1,1,2,34,2,6,1,0,0,0,0,1,5,10,20,137,1,1,1,,6,4,"1,4"
Passo Fundo,1,3,3,40,1,2,0,0,0,0,1,1,16,18,18,120,2,1,1,,6,4,"1,4"
Erechim,2,1,2,51,2,2,0,1,1,0,0,1,20,30,40,70,2,1,1,,6,4,"1,4"
Tapera,1,3,2,41,2,2,0,1,0,1,0,1,17,20,22,70,1,1,1,,4,4,"1,4"
Erechim,2,1,2,44,2,2,1,0,1,0,0,1,1,5,40,68,1,1,2,2,6,4,"1,4"
Passo Fundo,1,3,5,41,2,2,0,0,1,0,0,,11,23,22,67,1,1,1,,6,4,"1,4"
Passo Fundo,1,3,4,42,2,1,1,0,0,1,0,1,5,12,40,64,1,1,1,,5,4,"1,4"
Marau,1,1,2,45,2,2,0,0,1,0,0,,1,22,20,58,1,1,2,90,6,4,"1,4"
Sananduva,1,2,3,24,2,2,0,0,0,1,0,3,4,4,40,57,1,1,1,,7,4,"1,4"
Chapada,1,2,3,45,2,6,0,0,0,1,0,1,15,23,40,54,2,1,1,,6,4,"1,4"
Erechim,1,1,2,37,2,2,0,0,1,0,0,2,,2,20,52,1,1,1,,7,4,"1,4"
Ibirubá,1,1,2,38,2,2,1,1,1,0,0,3,1,19,40,49,2,1,1,,7,4,"1,4"
Ibirubá,2,1,2,30,2,2,1,1,1,0,0,1,4,5,64,49,1,1,1,,5,4,"1,4"
Marau,2,1,2,42,2,2,0,1,0,1,0,2,2,9,60,47,1,1,1,,5,4,"1,4"
Ibirubá,1,1,2,42,2,1,1,0,1,0,0,1,13,21,20,41,1,1,1,,6,4,"1,4"
Ibirubá,1,1,4,41,2,2,0,0,0,1,0,1,18,20,40,40,1,1,1,,3,4,"1,4"
Passo Fundo,1,1,2,49,2,2,0,1,0,0,0,1,2,12,35,37,1,1,1,,5,4,"1,4"
Ibirubá,1,1,2,48,2,2,1,1,1,0,0,1,9,30,20,24,2,1,2,45,6,4,"1,4"
Erechim,2,1,1,36,2,2,1,0,0,0,0,1,"0,5",12,40,23,1,1,1,,7,4,"1,4"
Getúlio Vargas,2,1,1,43,2,2,0,0,1,0,0,1,22,23,40,21,1,1,1,,6,4,"1,4"
Espumoso,2,1,2,53,2,5,1,0,1,0,0,1,7,15,40,21,2,1,2,30,3,4,"1,4"
Erechim,1,1,1,33,2,1,1,0,0,0,0,1,4,8,40,17,1,1,1,,6,4,"1,4"
Tio Hugo,1,1,2,22,2,5,1,1,1,0,0,3,4,,8,17,,1,1,,5,4,"1,4"
Marau,1,1,2,51,2,2,0,1,1,0,0,1,15,15,20,16,1,1,1,,6,4,"1,4"
Passo Fundo,1,1,1,38,2,2,1,0,0,0,0,1,5,5,,13,2,1,1,,5,4,"1,4"
Tapejara,,,,34,2,2,0,1,1,0,0,2,7,10,20,12,1,1,1,,6,4,"1,4"
Sananduva,1,1,2,61,2,2,0,1,0,0,0,1,24,41,30,10,1,1,1,,7,4,"1,4"
Passo Fundo,1,1,1,35,2,5,1,0,0,0,0,1,1,2,30,9,1,1,2,30,6,4,"1,4"
Marau,1,1,1,,2,2,1,0,0,0,0,1,7,9,40,8,1,1,2,30,6,4,"1,4"
Passo Fundo,1,1,1,29,2,,1,0,0,0,0,3,,,20,8,1,1,1,,6,4,"1,4"
Selbach,2,1,2,40,2,2,0,0,1,0,0,1,11,13,22,3,1,1,1,,6,4,"1,4"
Selbach,1,1,1,46,2,2,1,0,0,0,0,1,2,,4,,1,1,2,15,6,4,"1,4"
Passo Fundo,1,3,4,38,1,1,0,1,1,1,0,1,10,10,40,64,1,1,1,,5,3,"1,4"
Marau,2,1,2,34,2,6,0,1,0,0,0,1,4,9,16,58,1,1,1,,4,3,"1,4"
Sananduva,1,2,3,55,2,2,0,1,1,0,0,,24,25,10,57,2,1,1,,7,3,"1,4"
Sananduva,1,2,3,,2,1,1,0,0,0,0,,,,,57,,,,,4,3,"1,4"
Passo Fundo,2,1,2,51,2,2,0,0,1,0,0,3,"0,1",20,20,39,1,1,1,,5,3,"1,4"
Sananduva,1,1,2,49,2,2,0,1,0,0,0,1,16,31,40,38,1,1,2,3,6,3,"1,4"
Getúlio Vargas,1,1,1,30,2,2,1,0,0,0,0,1,3,6,40,30,2,1,1,,6,3,"1,4"
Passo Fundo,1,1,2,51,2,2,0,0,1,0,0,1,20,,20,27,1,1,1,,6,3,"1,4"
Erechim,1,1,1,40,2,1,1,0,1,0,0,2,1,16,20,18,1,1,1,,5,3,"1,4"
Passo Fundo,1,1,2,55,2,2,0,1,1,0,0,1,6,8,40,17,1,1,1,,6,3,"1,4"
Tapejara,1,1,2,40,2,2,0,0,1,0,0,1,1,12,8,16,2,1,1,,5,3,"1,4"
Tio Hugo,1,1,1,50,2,2,1,0,0,0,0,1,1,4,20,14,1,1,1,,6,3,"1,4"
Ibirubá,2,1,2,34,2,2,0,1,0,0,0,1,4,13,22,12,1,2,2,,6,3,"1,4"
Passo Fundo,1,1,1,50,2,2,1,0,1,0,0,1,10,30,,11,2,1,1,,5,3,"1,4"
Ibirubá,1,1,4,57,2,2,1,0,0,0,0,1,8,27,,37,2,2,1,,6,2,"1,4"
Chapada,1,1,2,59,2,2,0,1,0,0,0,1,5,33,16,36,1,1,1,,6,2,"1,4"
Ibiaçá,1,2,3,50,2,2,0,0,1,0,0,1,12,,20,27,1,1,1,,7,2,"1,4"
Passo Fundo,1,1,1,33,2,2,1,0,0,0,0,1,5,12,30,16,1,1,2,12,7,2,"1,4"
Tapejara,1,1,2,41,2,2,0,0,1,0,0,1,"0,5",,40,,2,1,1,,6,2,"1,4"
Espumoso,2,1,2,29,2,2,1,1,0,0,0,3,"0,5",7,8,21,1,1,1,,7,1,"1,4"
Passo Fundo,2,3,4,34,1,3,0,1,0,1,0,1,4,10,40,56,1,1,2,100,6,4,"1,5"
